site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,orientation_of_transect,coordinates_in_decimal_degree_format,longitude_degrees,longitude_minutes,longitude_seconds,longitude_cardinal_direction,latitude_degrees,latitude_minutes,latitude_seconds,latitude_cardinal_direction,country,state_province_island,city_town,region,distance_from_shore (m),distance_from_nearest_river (km),distance_to_nearest_popn (km),errors,what_errors,year,date,depth (m),time_of_day_work_began,time_of_day_work_ended,method_used_to_determine_location (archived field),river_mouth_width,weather,air_temp (C),water_temp_at_surface (C),water_temp_at_3_m (C),water_temp_at_10_m (C),approx_popn_size_x_1000,horizontal_visibility_in_water (m),best_reef_area,why_was_this_site_selected,sheltered_or_exposed,any_major_storms_in_last_years,when_storms,overall_anthro_impact,what_kind_of_impacts (archived field),siltation,dynamite_fishing,poison_fishing,aquarium_fish_collection,harvest_of_inverts_for_food,harvest_of_inverts_for_curio,tourist_diving_snorkeling,sewage_pollution,industrial_pollution,commercial_fishing,live_food_fishing,artisinal_recreational,other_forms_of_fishing (archived field),other_fishing (archived field),yachts,level_of_other_impacts (archived field),other_impacts,is_site_protected,is_protection_enforced,level_of_poaching,spearfishing,banned_commercial_fishing,recreational_fishing,invertebrate_shell_collection,anchoring,diving,other_specify,nature_of_protection (archived field),site_comments,substrate_comments,fish_comments,inverts_comments,comments_from_organism_sheet (archived field),grouper_size (archived field),percent_bleaching (archived field),percent_colonies_bleached (archived field),percent_of_each_colony (archived field),suspected_disease (archived field),rare_animals_details,submitted_by (archived field)
574e506b-1a79-44d5-857d-201ffbc46bdb,38de15fe-78ad-4510-9383-0fa4304ad382,156.2.5.9W.19.41.25.5N,Lead City/Freeze Face to Lone Tree,NS,"19.690417, -156.034972",156,2,5.9,W,19,41,25.5,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,20.0,"",0.0,false,"",2008,06-December-08,12.0,10:07 am,11:00 am,Chart,"",Cloudy,26.0,24.0,24.0,24.0,30.0,10.0,No,Calm area of the day (boat charter)/new site,Sometimes,Yes,2004,Medium,"",Occasionally,None,None,None,None,None,Medium,Low,None,Low,None,Medium,"","",None,"",non-point source cesspool leckage,true,Yes,Low (<1/month),No,No,No,No,No,No,aquarium collection,"",Transect run from dive mooring bouy to dive mooring buoy; Area of high biological concern due to construction onshore,"",0% of recorded RKC on substrate is result of bleaching; bleached coral due to natural mortality,"","","","","","","1,0.5,9,0.5",0,""
fa1b9568-96dd-464c-9184-c223543a17ef,38e24191-d860-4760-b585-02bd3094a346,156.26.34.8W.20.40.15.6N,Palauea Beach,NS,"20.671, -156.443",156,26,34.8,W,20,40,15.6,N,United States of America,"Hawaii, Maui",Wailea,Indo-Pacific,85.0,"",0.0,false,"",2001,15-August-01,7.0, 9:15 am, 1:00 pm,Chart,"",Sunny,27.8,26.1,26.1,26.1,100.0,40.0,"","popular dive site, planned for development shortly",Exposed,No,"",Medium,"scuba diving, fishing","",None,None,None,None,None,High,None,None,"","","",net,Low,"",None,"",false,"","","","","","","","","","","","","","","","","","","","","",""
ea82c8b7-001a-4876-bb85-6dc90f9a3ef9,391c8031-998e-42b7-ab1c-0a1d3e1ded5d,157.49.33.4W.21.28.14.2N,Kaneohe Bay Patch Reef Green 15 Channel Marker,"","21.470611, -157.825944",157,49,33.4,W,21,28,14.2,N,United States of America,"Hawaii, Oahu",Kaneohe,Indo-Pacific,1400.0,1.9,2.0,false,"",2007,04-August-07,1.5,10:15 am,11:45 am,Gps,51-100m,Sunny,29.0,27.0,"","",55.0,15.0,No,proximity to Lae nani beach park,Sheltered,Yes,2006 40 days of rain,Medium,"",Occasionally,None,None,High,High,High,High,Low,High,High,Low,High,"","",Medium,"","",false,"","","","","","","","","","","","",cinder block in 25-45m section,"","","","","","",0,1 turtle,""
ae266dd6-cb4c-4bc2-9e98-d4d17da1553a,3a9dfd0b-0248-4db2-83b5-ae17aa89f59b,156.41.50.3W.20.55.42.4N,Kahekili Park (Old Airport Beach),NS,"20.928444, -156.697306",156,41,50.3,W,20,55,42.4,N,United States of America,"Hawaii, Maui",Kaanapali,Indo-Pacific,275.0,"",0.0,false,"",2004,03-April-04,10.0,10:00 am,12:00 pm,"","",Sunny,27.8,25.0,"","",110.0,"",No,"popular snorkel, dive and recreational site for locals and tourists",Exposed,No,"",Medium,"",Occasionally,None,None,"","",None,High,None,None,None,None,High,"","",Medium,"","no aquarium fishing seen, but presumed to occur",false,"","","","","","","","","","","In the past 2 weeks, commercial dive operators have been banned from using the park due to liability concerns of the owners; not the best in the area but it is a beautiful reef","","","","","","","","","","",""
1d83bf56-299f-4c31-9ed4-cb22e28a0572,3d1cad70-eae9-44d3-a7ad-56463873d727,158.2.24.7W.21.40.36.8N,Sunset Point,"","21.676889, -158.040194",158,2,24.7,W,21,40,36.8,N,United States of America,"Hawaii, Oahu",Haleiwa,Indo-Pacific,65.0,0.1,10.0,false,"",2003,28-June-03,3.0,11:00 am,12:45 pm,"",<10m,Rainy,"","","","",2.0,10.0,Yes,close to drain culvert opening,Exposed,Yes,1991,"","",Occasionally,None,None,"","","",High,"","",Medium,"",Medium,"","",Few,"","",false,"","","","","","","","","","",bearing of transect = 25 deg from start point,"","","","","","","","","","",""
f4562d30-694a-4243-9e7e-caafb42011c8,3dd19dd7-b106-4b0c-a59f-891fadb2864c,159.30.17.6W.22.13.27.0N,Hanalei,NW-SE,"22.224167, -159.504889",159,30,17.6,W,22,13,27.0,N,United States of America,"Hawaii, Kauai","",Indo-Pacific,338.0,750.0,2.0,false,"",1997,14-June-97,5.0, 2:00 pm, 4:30 pm,Gps,11-50m,Sunny,29.4,25.0,25.0,25.0,1.0,20.0,"","",Exposed,No,"",None,"","",None,Low,Low,Low,Low,Low,Low,None,"","","",nets,"","","","Sedimentation, Storms",false,"","","","","","","","","","","","","","","","","","","","","",""
0b00d09e-726e-46f4-8b34-c83cbdb594de,40c93c5b-ffd5-4e96-80cd-697165926806,159.26.16.8W.22.13.30.0N,"Anini, Kauai",SE-NW,"22.225, -159.438",159,26,16.8,W,22,13,30.0,N,United States of America,"Hawaii, Kauai","",Indo-Pacific,30.0,0.5,5.0,false,"",2000,06-May-00,2.0, 4:30 pm, 6:30 pm,Gps,11-50m,Cloudy,27.0,"","","",2.0,15.0,"","Convenience for training, community interest",Sheltered,Yes,"",High,"spearfishing, reef walking","",None,None,"","","",Low,"","","","","","",Medium,"","","",false,"","","","","","","","","","",Some coral exposure during severe minus tides,"","","","","","","","","","",""
78a1dbb8-ec7d-4c18-872c-e5180835cd9c,41ecf368-d273-4b36-a605-82afa26a02a4,159.28.25.6W.21.52.52.0N,"Prince Kuhio Beach, Ho'ai Bay",EW,"21.881111, -159.473778",159,28,25.6,W,21,52,52.0,N,United States of America,"Hawaii, Kauai",Poipu/Koloa,Indo-Pacific,100.0,1.0,0.0,true,only did half of transect,2009,21-February-09,2.0, 9:45 am,11:30 am,Chart,<10m,Cloudy,23.0,23.9,23.3,"",3.0,13.3,Yes,high impact from recreational snorkeling and local fishing,Sometimes,Yes,2006,High,"",Occasionally,None,None,Low,Medium,Low,High,Low,None,None,None,Medium,"","",Few,"","net fishing, pole fishing, scuba diving",false,"","","","","","","","","","",We did a 50 m survey b/c of swell and depth.  The swell prevented us from laying the line in the shallowest areas and the depth towards the end of the line was too deep for free diving.,"","Approx 95% substrate covered in fine sediment.  No invasive algae observed, algae observed mostly turf, small, or none at all.  Some coral bleaching observed around 21m. Apparently healthy fish population in bay, 3 large uhu (parrotfish) spotted just outside of transect. In addition to Moray eel, a snowflake eel and large whitemouth eel were noted.","","","","","","",0,0,""
007eefec-06ec-4592-bb56-378734ecaabc,42aa4051-57a5-4048-9083-1c2491598b2d,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,NE-SW,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,75.0,0.0,0.0,false,"",2008,06-September-08,3.3, 9:55 am,11:10 am,Chart,<10m,Sunny,26.0,24.0,24.0,24.0,3.0,20.0,Yes,"Area of high activity, low survey #",Sometimes,Unknown,"",Medium,"",Never,None,None,None,None,None,High,Low,None,High,None,None,"","",None,"",non-point freshwater into bay from land,true,Yes,Low (<1/month),No,No,No,No,No,No,aquarium collection,"","Transect run from just off entry point North at 10 foot isobath, Line two ended up just inside of sand with the ALOHA sign","",cyanobacteria not seen along transect; Large freshwater input at 60' at the end of line,"","","","","","","25,40,5,5",0,""
0b00d09e-726e-46f4-8b34-c83cbdb594de,4336f2ad-44ad-48b8-8e15-46cd4dc0e0ff,159.26.16.8W.22.13.30.0N,"Anini, Kauai",SE-NW,"22.225, -159.438",159,26,16.8,W,22,13,30.0,N,United States of America,"Hawaii, Kauai","",Indo-Pacific,30.0,0.5,5.0,false,"",2007,15-September-07,1.0,10:00 am,12:00 pm,"",<10m,Sunny,"",27.8,"","",1.0,10.0,No,"Human use and impact, ease of entry and exit",Sometimes,Yes,1992,Medium,"",Often,None,None,None,Medium,Medium,Medium,Low,Medium,Low,None,Low,"","",Medium,"","Invasive algae a potential problem, siltation, high wave activity in winter months",false,"","","","","","","","","","",Approximate coordinates,"","NIA is composed of Padina sp, Microdictyotyon sp., Dictyosphaeria sp., an abundance of turf algae which does not appear diverse, as well as other species.  Siltation and sedimentation are big issues, algae covered in this. Many of the fish observed were juviniles both within the survey location and outside survey location. Outside survey area one snowflake eel spotted. Slug eggs (?) spotted in several places- round, hollow, clear sacks about 1in in diameter. Many rock boring urchin (Echinometra mathei) within survey location as well as a few sea cucumbers.  Coral damage due to sedimentation and algal cover.  Trash is fishing line and weight.","","","","","","",0,0,""
5fe78e5b-cc11-432e-b233-2fdc181ddeae,47a411df-d1bc-4a15-b545-bd8d6b84bddf,156.26.19.8W.20.41.17.4N,Ulua Beach,NS,"20.688167, -156.438833",156,26,19.8,W,20,41,17.4,N,United States of America,"Hawaii, Maui",Wailea,Indo-Pacific,110.0,"",0.0,false,"2.5m substrate- surf too high to finish, only entered half",2004,13-March-04,5.0, 9:30 am,10:40 am,"","",Sunny,28.0,27.5,27.5,27.5,120.0,9.0,No,popular dive/snorkel site,Sometimes,Yes,"Jan 23, 2004",High,"",Often,None,None,"",High,None,High,None,None,None,None,High,"","",None,"","",false,"","","","","","","","","","","Exposure:  Ulua is on the leeward side of the island, but wide open to south swell and winter storms The team planning to go to 30' (10 meters) wasn't able to do so, and did their work at 7';  swells prevented them from completing their transect","",Winter storm damage pulled sand off the beaches and reduced coral cover,"","","","","","",0,4-5 green sea turtles in area,""
a77bc088-bccd-4126-aa74-55dcac2cdf56,4c708a3f-dbf6-4407-8df4-3ac644f0e1eb,156.59.28.2W.20.47.16.3N,Barge Harbor,SE-NW,"20.787861, -156.991167",156,59,28.2,W,20,47,16.3,N,United States of America,"Hawaii, Lanai","",Indo-Pacific,120.0,"","",true,"on belt, viewed .5 m on either side of tape",2009,03-May-09,10.0, 2:30 pm, 3:30 pm,"","",Sunny,"",23.8,"","",3.0,17.0,No,Trilogy boat was already going there for a reef clean-up,Sometimes,No,"",Low,"",Occasionally,None,None,Low,Low,None,Low,None,Low,Low,None,None,"","",None,"","",false,"","","","","","","","","","","","","very little encrusting montipora, most that I did see were very small colonies and were bleached (see pictures)","","","","","","","15,10,0,0",0,""
81ed48cd-335c-40a9-857d-5bff2b5e8fcc,4de476b1-22fb-49ea-8918-e6cefa414c25,156.26.7.2W.20.36.30.0N,Ahihi Cove,EW,"20.608333, -156.435333",156,26,7.2,W,20,36,30.0,N,United States of America,"Hawaii, Maui",Makena,Indo-Pacific,200.0,"",0.0,false,"",2003,30-November-03,2.2, 9:00 am,12:30 pm,Gps,"",Sunny,28.0,27.0,27.0,27.0,120.0,16.0,Yes,"Popular snorkel/dive site, MPA",Sometimes,No,"",High,"",Occasionally,None,None,"","","",High,None,None,None,None,"","","",None,"","",true,"yes,on the rare occasion the 1 MC officer is there","",Yes,Yes,Yes,Yes,Yes,No,"","","I haven't seen anyone poaching but the site is remote and it could happen at night; Maui County has only one enforcement officer for the entire county; Ahihi is one of our nicest dive sites in terms of coral cover, species richness, size and density of fish","",Peacock grouper size: 25-40cm,"","","","","","",0,"Green sea turtles:  8 - 10, 1 of those with tumors",""
e8cbe17b-11d8-4a49-bdeb-9085bd6e880f,4de77bd5-7438-45ad-8971-b4065f731df0,156.3.0.7W.19.42.17.4N,High Rock (North Pines),"","19.704833, -156.050194",156,3,0.7,W,19,42,17.4,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,75.0,"",9.5,false,"",2019,21-July-19,10.6, 1:00 pm, 2:00 pm,"","","",29.4,28.3,27.2,27.2,51.0,20.0,No,Research,Sometimes,No,"",Low,"",Never,None,None,None,Medium,Low,Medium,Low,Low,None,None,Low,"","",None,"","",false,"","","","","","","","","","","","","","","","","","","","","",""
5d9cccb6-bcee-438d-8bce-b16efbc8803b,5031a5e4-bca7-4076-b816-1799ce0d0997,156.1.42.0W.19.40.7.0N,Honokohau/Crescent Beach,EW,"19.668611, -156.028333",156,1,42.0,W,19,40,7.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,30.0,"",3.0,false,"",2008,12-April-08,8.3,10:05 am,11:00 am,Chart,"",Sunny,26.0,24.0,24.0,24.0,30.0,30.0,No,Outside lgs marina in Kona,Sometimes,Yes,Feb 2008,High,"",Occasionally,None,None,None,None,None,High,High,None,High,None,Medium,"","",Many,"",local sewage treatment plant outfall,true,Yes,Low (<1/month),No,No,No,No,No,No,aquarium collection,"",Transect run from first mooring bouy (one closest to mouth of harbor) to third mooring bouy,"","","","","","","","","25,15,20,10",0,""
fa1b9568-96dd-464c-9184-c223543a17ef,5133b8fe-651f-4823-bb02-76af3cd4ee9d,156.26.34.8W.20.40.15.6N,Palauea Beach,NS,"20.671, -156.443",156,26,34.8,W,20,40,15.6,N,United States of America,"Hawaii, Maui",Wailea,Indo-Pacific,85.0,"",0.0,false,"",2003,09-November-03,10.0, 9:30 am, 1:30 pm,"","",Sunny,28.0,27.0,27.0,27.0,120.0,"","","",Sometimes,Yes,Jan 2003,High,"",Occasionally,None,None,"",Medium,None,Medium,None,None,None,None,Medium,"","",None,"","",false,"","","","","","","","","","","A large plot of land is being cleared across the narrow road that separates Palauea Beach from the building area, and new homes are also being built on the rocky points above Palauea. Heavy rains washed dirt into the coastal water.","","","","","","","","",0,0,""
ebda7b0b-a357-4824-9c2a-7a855f2695bf,537dbe86-49f0-4b6d-bd01-907fa60ff0ac,158.7.39.7W.21.20.20.4N,Lanikuhonua,NS,"21.339, -158.127694",158,7,39.7,W,21,20,20.4,N,United States of America,"Hawaii, Oahu",Ko'olina,Indo-Pacific,50.0,2.0,"",false,"",2004,21-August-04,3.0, 8:30 am,11:30 am,Gps,11-50m,Sunny,"","","","","",6.0,No,community interest in site,Exposed,Yes,1992- Hurricane Iniki,Low,"",Occasionally,None,"","","","",Medium,"",Low,"","","","","","","","",false,"","","","","","","","","","","","","Small patches of Porites lobata, Pocillopora meandrina, and Pocillopora damicornis; Large Pocillopora meandrina- bleached 20%, dead 40%, live 25%; Trash: fish line, fish line and sinker; Coral damage includes broken branches (one instance 75-100m) and bleached or dead portions of Pocillopora meandrina; No entries under coral disease, as I am not sure what caused bleaching of Poc. meandrina. No Crown of Thorns found in area.","","","","","","",0,0,""
826f753a-7afa-4ca3-a108-bab3965acfbc,540b2fc1-6d66-4205-8193-9263a75ffb91,157.47.51.2W.21.15.23.5N,Ka'alawai (Black Point),EW,"21.256528, -157.797556",157,47,51.2,W,21,15,23.5,N,United States of America,"Hawaii, Oahu",Honolulu,Indo-Pacific,30.0,"",1.0,false,"",2005,26-February-05,1.5, 8:15 am, 9:45 am,Gps,"",Cloudy,"","","","",7.0,6.0,No,easy location/access,Sheltered,No,"",Medium,"",Occasionally,None,None,None,Low,None,Low,"",None,None,None,Low,"","",Few,"","",false,"","","","","","","","","","","Storm culvert 125m form start of transect - source of pollution, sediments during rain storm events","","","","","","","","",0,0,""
81538790-cf16-4c96-9c36-0d21c545be1e,59e8f760-008d-4c02-a7f3-e90b88d8619e,156.36.24.9W.20.48.34.1N,Olowalu,SE-NW,"20.809472, -156.606917",156,36,24.9,W,20,48,34.1,N,United States of America,"Hawaii, Maui",Olowalu,Indo-Pacific,300.0,3.0,0.0,true,S3 of substrate incomplete so not entered,2008,21-December-08,6.0, 9:00 am, 1:00 pm,Chart,<10m,Sunny,"","",25.6,25.6,0.0,20.0,Yes,"development, largest reef",Sometimes,No,"",Medium,"",Often,None,None,Low,"","",Medium,Low,"",Low,"",Medium,"","",Medium,"",invasive algae; people standing on reef,false,"","","","","","","","","","","gps coordinate above is for entry point, acquired using google earth","",all RC on substrate is turf,"","","","","","","1,1,1,1","7 turtles in S3, 2 turtles in S4",""
5c7a9827-2005-48be-a6fe-8f76af9661bf,5d31c75c-36d1-469f-8bdf-5a695d1b60df,158.2.42.7W.21.40.35.8N,Three Tables,SE-NW,"21.676611, -158.045194",158,2,42.7,W,21,40,35.8,N,United States of America,"Hawaii, Oahu",Pupukea,Indo-Pacific,10.0,1.0,0.0,false,"",2009,28-June-09,6.7,10:00 am,10:45 am,"","",Sunny,"","","","",2.0,"",Yes,popular dive site,Exposed,Yes,"",Medium,"",Never,None,None,None,None,None,High,None,None,None,None,None,"","",None,"","",true,"",Low (<1/month),Yes,Yes,Yes,Yes,Yes,No,"","","","","habitat= consolidated coral pavement; coral damage=bites, large schools of surgeonfish spp. On and off transect","","","","","","",0,0,""
fa13d44d-f2c5-4cba-b3e1-d475159a5651,5e1eb48e-5e2b-4613-8e47-51efd16ed6eb,157.40.9.6W.21.19.11.2N,Makai Range,NE-SW,"21.319778, -157.669333",157,40,9.6,W,21,19,11.2,N,United States of America,"Hawaii, Oahu",Waimanalo,Indo-Pacific,130.0,3.5,3.0,false,"",2001,26-May-01,2.0, 9:00 am,11:30 am,Gps,<10m,Sunny,32.0,28.0,28.0,"",5.0,25.0,No,easy access; used by SCUBA divers,Sometimes,No,"",Medium,"",Never,None,None,Medium,Medium,Low,High,Low,None,Low,None,Medium,"","",Few,"",counted 53 divers/snorkelers; outfall from Oceanic Institute and Sea Life Park nearby,false,"","","","","","","","","","","transect end: 21 deg 19' 13.33263"" lat, 157 deg 40' 12.21420"" long; tourist operator was hostile & attendant stood on live coral heads; 18 NIA were Sargassum seaweed","",some bleaching of Montipora capitata observed; extent not recorded,"","","","","","",0,0,""
6927e049-0c3d-43d8-924b-7e463c8002fe,6026c297-21d1-4a2d-bc0b-17b8183e8f60,157.49.26.8W.21.16.8.0N,Waikiki MLCD/Waikiki Natatorium,EW,"21.268889, -157.824111",157,49,26.8,W,21,16,8.0,N,United States of America,"Hawaii, Oahu",Honolulu,Indo-Pacific,60.0,2.5,0.5,false,"",2004,21-November-04,2.0,10:00 am,11:00 am,"",11-50m,Sunny,"","","","",100.0,3.0,No,training,Sometimes,Yes,1992 Hurricane Iniki,Medium,"",Never,None,None,None,None,None,Low,None,None,None,None,None,"","",Many,"","",true,No,"Medium (>1/month, <1/wk)",Yes,Yes,Yes,Yes,Yes,No,"","",training survey for U of Hawaii Marine Option Program students,"",site heavily infested with alien algae; primarily Gracilaria salicornia,"","","","","","",0,0,""
6ea7dd0d-da0f-4e5d-9b90-7873704c729d,6079bfc6-5d8a-4672-b868-b29be46ec8dd,154.58.40.5W.19.40.0.9N,Leleiwi,EW,"19.666917, -154.977917",154,58,40.5,W,19,40,0.9,N,United States of America,"Hawaii, Hawaii","",Indo-Pacific,25.0,8.0,6.0,false,"",1998,29-August-98,11.0,10:01 am, 1:34 pm,Chart,51-100m,Sunny,27.0,23.0,26.0,24.0,50.0,12.0,"","",Exposed,No,"",High,"","",None,Low,Low,Medium,None,Medium,Low,Low,"","","","",Medium,"","","",false,"","","","","","","","","","","Original coordinates placed this site on land, so we moved it to the closest reef.","","","","","","","","","","",""
aec85838-3c3a-4c13-977f-c047750b25e5,60fd6823-3114-4acf-9dab-2652679c114e,157.42.52.2W.21.23.34.4N,Lanikai,NS,"21.392889, -157.7145",157,42,52.2,W,21,23,34.4,N,United States of America,"Hawaii, Oahu",Lanikai,Indo-Pacific,50.0,"",0.0,false,"",2001,11-March-01,2.0,11:00 am, 1:00 pm,Gps,"",Sunny,28.0,"","","",5.0,1.0,"","Good coral cover, popular recreational area, community interest",Exposed,No,"",Medium,"","",None,None,Medium,"","","","","","","","","","","","","",false,"","","","","","","","","","","This area has competing ocean recreation uses, including sailing, canoeing, spear fishing, and pole fishing","","","","","","","","","","",""
f4562d30-694a-4243-9e7e-caafb42011c8,62f2634c-2db0-4146-9bf6-6f4af37fbbbf,159.30.17.6W.22.13.27.0N,Hanalei,NW-SE,"22.224167, -159.504889",159,30,17.6,W,22,13,27.0,N,United States of America,"Hawaii, Kauai","",Indo-Pacific,338.0,750.0,2.0,false,"",1997,14-June-97,10.0, 2:00 pm, 4:30 pm,Gps,11-50m,Sunny,29.4,25.0,25.0,25.0,1.0,20.0,"","",Exposed,No,"",None,"","",None,Low,Low,Low,Low,Low,Low,None,"","","",nets,"","","","Sedimentation, Storms",false,"","","","","","","","","","","","","","","","","","","","","",""
007eefec-06ec-4592-bb56-378734ecaabc,63045192-e45e-403b-a737-296d78a7d52e,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,NE-SW,"19.423611, -155.911944",155,54,43.0,W,19,25,25.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,75.0,0.0,0.0,true,belt data collected wrong so not entered,2008,12-July-08,11.7,10:10 am,11:30 am,Chart,<10m,Sunny,26.0,24.0,24.0,24.0,3.0,30.0,Yes,"Area of high activity, low survey #",Sometimes,Unknown,"",Medium,"",Never,None,None,None,None,None,High,Low,None,High,None,None,"","",None,"",non-point freshwater into bay from land,true,Yes,Low (<1/month),Yes,Yes,Yes,Yes,Yes,No,aquarium collection,"",Transect run from south side of ALOHA sand area along reef edge,"",large amounts of cyanobacteria causing damage to corals,"","","","","","","","",""
ced1ceed-a10b-4617-b405-2f72b2ae95bb,633bd798-8e89-4824-8c5a-8e7ff5a66d9a,156.1.48.0W.19.40.2.0N,Honokohau/Crescent Beach,EW,"19.667222, -156.03",156,1,48.0,W,19,40,2.0,N,United States of America,"Hawaii, Hawaii",Kailua-Kona,Indo-Pacific,20.0,"",3.0,true,belt data collected wrong so not entered,2008,25-July-08,7.0, 9:50 am,11:00 am,Chart,"",Sunny,26.0,24.0,24.0,24.0,30.0,30.0,No,Outside lgs marina in Kona,Sometimes,Yes,Feb 2008,High,"",Occasionally,None,None,None,None,None,High,High,None,High,None,Medium,"","",Many,"",Local sewage treatment plant outfall,true,Yes,Low (<1/month),No,No,No,No,No,No,aquarium collecting,"",Transect run from third mooring bouy (the one furthest from the harbor) west towards the open ocean,"",small amounts of bleached coral with light algae growth,"","","","","","","","",""
d2b69e2a-eb1c-4244-8246-906eee903688,64636fb3-28a1-470e-91e9-f0257f6b4f3b,158.3.50.2W.21.39.9.5N,Sharks Cove,SE-NW,"21.652639, -158.063944",158,3,50.2,W,21,39,9.5,N,United States of America,"Hawaii, Oahu",Haleiwa,Indo-Pacific,150.0,1.0,5.0,false,"",2008,29-June-08,9.0, 9:30 am,11:00 am,Gps,<10m,Sunny,33.0,26.7,"","",5.0,40.0,Yes,MLCD,Exposed,Yes,Dec 2007,Low,"",Occasionally,None,None,None,None,None,High,Low,None,None,None,None,"","",Medium,"",poaching,true,Yes,Low (<1/month),Yes,Yes,Yes,Yes,No,No,"","","My friend dives here a lot and says he frequently sees poachers.  He reports them.  One would think with so many eyes watching the place, poaching effects are minimal, but it is still worth noting.  The transect line covered a larger than desired depth range (from 6 to 12 meters) because of bottom topography.","",Erin took 120 photos; available online,"","","","","","","10,10,5,5","devil scorpion, octopus, anemone crab",""
0166c21a-a344-4e74-b3da-9b3d46793363,64d2a0e0-6669-4a4b-a060-0fba7d884f55,158.1.53.9W.21.40.57.0N,Velzyland/Kaunala,NS,"21.6825, -158.031639",158,1,53.9,W,21,40,57.0,N,United States of America,"Hawaii, Oahu",Haleiwa,Indo-Pacific,45.0,0.06,20.0,false,"",2004,24-July-04,2.5, 9:00 am,11:30 am,Gps,<10m,Sunny,27.0,26.3,26.0,"",18.0,5.0,No,nearby park and development; repeat of previous survey for ongoing monitoring,Exposed,Yes,winter 2003,Medium,"",Occasionally,None,None,Medium,Medium,"",Low,Low,None,None,"",Medium,"","",None,"",development runoff,false,"","","","","","","","","","","","","large octopus seen in hole; though no fish were counted in transect, several species of butterflyfish and goatfish were seen nearby, as well as turtles","","","","","","",0,0,""
151c30bb-7927-4a0b-b859-82f2ce301929,65afe76f-af0d-4ef6-b5df-d81ba13aa5e1,159.34.48.0W.22.13.51.6N,Makua (Tunnels),NE-SW,"22.231, -159.58",159,34,48.0,W,22,13,51.6,N,United States of America,"Hawaii, Kauai","",Indo-Pacific,30.0,1.0,10.0,false,"",1999,21-August-99,2.0, 8:00 am,11:00 am,Chart,11-50m,Sunny,27.0,"","","",2.0,10.0,"","",Exposed,Yes,"",Medium,"","",None,Low,Low,Medium,Low,High,Medium,None,"","","","spear, gill net, throw net, reef harvesting",Medium,"",High,tourist snorkeling and beachgoing,false,"","","","","","","","","","","","",looked like some pink band disease,"","","","","","","","",""
